id.cancer	sex	age	country_name	year	cases.number
C64	Male			1998	28475
C64	Male			1999	30146
C64	Male			2000	31182
C64	Male			2001	31840
C64	Male			2002	32394
C64	Male			2003	33403
C64	Male			2004	31492
C64	Male			2005	31887
C64	Male			2006	34535
C64	Male			2007	34966
C64	Male			2008	36199
C64	Male			2009	36610
C64	Male			2010	37463
C67	Female			1955	442
C67	Female			1956	465
C67	Female			1957	867
C67	Female			1958	2496
C67	Female			1959	1660
C67	Female			1960	1668
C67	Female			1961	1685
C67	Female			1962	4241
C67	Female			1963	4281
C67	Female			1964	4253
C67	Female			1965	4534
C67	Female			1966	4566
C67	Female			1967	4845
C67	Female			1968	6759
C67	Female			1969	7511
C67	Female			1970	8193
C67	Female			1971	8307
C67	Female			1972	8330
C67	Female			1973	8543
C67	Female			1974	8881
C67	Female			1975	8844
C67	Female			1976	10878
C67	Female			1977	9405
C67	Female			1978	6463
C67	Female			1979	10169
C67	Female			1980	12603
C67	Female			1981	12886
C67	Female			1982	13171
C67	Female			1983	13479
C67	Female			1984	13678
C67	Female			1985	14163
C67	Female			1986	14558
C67	Female			1987	15110
C67	Female			1988	15439
C67	Female			1989	15865
C67	Female			1990	16432
C67	Female			1991	16548
C67	Female			1992	16980
C67	Female			1993	17601
C67	Female			1994	17826
C67	Female			1995	17790
C67	Female			1996	18247
C67	Female			1997	18407
C67	Female			1998	17977
C67	Female			1999	20290
C67	Female			2000	20998
C67	Female			2001	20708
C67	Female			2002	21118
C67	Female			2003	21258
C67	Female			2004	20066
C67	Female			2005	20540
C67	Female			2006	22000
C67	Female			2007	22583
C67	Female			2008	23074
C67	Female			2009	22867
C67	Female			2010	23032
C67	Male			1955	878
C67	Male			1956	990
C67	Male			1957	2201
C67	Male			1958	5875
C67	Male			1959	3901
C67	Male			1960	4141
C67	Male			1961	4236
C67	Male			1962	10078
C67	Male			1963	10195
C67	Male			1964	10170
C67	Male			1965	10634
C67	Male			1966	11523
C67	Male			1967	11821
C67	Male			1968	17381
C67	Male			1969	19739
C67	Male			1970	21633
C67	Male			1971	22207
C67	Male			1972	22285
C67	Male			1973	22824
C67	Male			1974	23222
C67	Male			1975	23676
C67	Male			1976	28828
C67	Male			1977	25240
C67	Male			1978	19049
C67	Male			1979	28135
C67	Male			1980	33778
C67	Male			1981	34519
C67	Male			1982	35999
C67	Male			1983	36489
C67	Male			1984	36708
C67	Male			1985	38409
C67	Male			1986	38682
C67	Male			1987	40350
C67	Male			1988	40984
C67	Male			1989	41650
C67	Male			1990	42313
C67	Male			1991	43508
C67	Male			1992	43895
C67	Male			1993	45474
C67	Male			1994	46153
C67	Male			1995	45757
C67	Male			1996	46212
C67	Male			1997	44716
C67	Male			1998	45397
C67	Male			1999	54072
C67	Male			2000	55764
C67	Male			2001	55120
C67	Male			2002	56381
C67	Male			2003	57935
C67	Male			2004	52933
C67	Male			2005	54941
C67	Male			2006	60296
C67	Male			2007	61992
C67	Male			2008	62721
C67	Male			2009	63487
C67	Male			2010	64711
C70-72	Female			1955	5011
C70-72	Female			1956	4604
C70-72	Female			1957	4721
C70-72	Female			1958	5710
C70-72	Female			1959	6020
C70-72	Female			1960	6111
C70-72	Female			1961	6580
C70-72	Female			1962	6706
C70-72	Female			1963	6219
C70-72	Female			1964	6099
C70-72	Female			1965	6403
C70-72	Female			1966	7057
C70-72	Female			1967	7799
C70-72	Female			1968	4598
C70-72	Female			1969	4815
C70-72	Female			1970	5529
C70-72	Female			1971	5952
C70-72	Female			1972	5768
C70-72	Female			1973	5478
C70-72	Female			1974	6325
C70-72	Female			1975	6403
C70-72	Female			1976	7747
C70-72	Female			1977	7018
C70-72	Female			1978	7276
C70-72	Female			1979	11339
C70-72	Female			1980	11714
C70-72	Female			1981	12028
C70-72	Female			1982	12276
C70-72	Female			1983	14008
C70-72	Female			1984	14617
C70-72	Female			1985	14214
C70-72	Female			1986	15002
C70-72	Female			1987	15854
C70-72	Female			1988	15695
C70-72	Female			1989	15929
C70-72	Female			1990	16334
C70-72	Female			1991	17210
C70-72	Female			1992	18137
C70-72	Female			1993	17979
C70-72	Female			1994	18861
C70-72	Female			1995	19256
C70-72	Female			1996	21973
C70-72	Female			1997	23400
C70-72	Female			1998	24920
C70-72	Female			1999	29093
C70-72	Female			2000	31337
C70-72	Female			2001	31424
C70-72	Female			2002	33348
C70-72	Female			2003	33781
C70-72	Female			2004	32254
C70-72	Female			2005	33249
C70-72	Female			2006	35788
C70-72	Female			2007	35935
C70-72	Female			2008	37247
C70-72	Female			2009	37778
C70-72	Female			2010	38084
C70-72	Male			1955	6995
C70-72	Male			1956	6599
C70-72	Male			1957	6630
C70-72	Male			1958	7969
C70-72	Male			1959	8289
C70-72	Male			1960	8830
C70-72	Male			1961	8902
C70-72	Male			1962	9316
C70-72	Male			1963	8388
C70-72	Male			1964	8634
C70-72	Male			1965	8817
C70-72	Male			1966	9608
C70-72	Male			1967	11046
C70-72	Male			1968	6239
C70-72	Male			1969	6525
C70-72	Male			1970	7385
C70-72	Male			1971	8210
C70-72	Male			1972	7774
C70-72	Male			1973	7267
C70-72	Male			1974	8662
C70-72	Male			1975	8608
C70-72	Male			1976	9886
C70-72	Male			1977	9174
C70-72	Male			1978	9801
C70-72	Male			1979	14728
C70-72	Male			1980	15237
C70-72	Male			1981	15464
C70-72	Male			1982	15687
C70-72	Male			1983	17761
C70-72	Male			1984	18151
C70-72	Male			1985	17896
C70-72	Male			1986	18847
C70-72	Male			1987	19609
C70-72	Male			1988	19592
C70-72	Male			1989	19398
C70-72	Male			1990	20294
C70-72	Male			1991	20827
C70-72	Male			1992	21943
C70-72	Male			1993	22073
C70-72	Male			1994	22961
C70-72	Male			1995	23611
C70-72	Male			1996	26568
C70-72	Male			1997	28538
C70-72	Male			1998	30570
C70-72	Male			1999	35634
C70-72	Male			2000	38103
C70-72	Male			2001	38388
C70-72	Male			2002	39883
C70-72	Male			2003	40563
C70-72	Male			2004	39013
C70-72	Male			2005	39699
C70-72	Male			2006	42638
C70-72	Male			2007	42853
C70-72	Male			2008	44700
C70-72	Male			2009	45359
C70-72	Male			2010	45768
C73	Female			1955	2031
C73	Female			1956	1997
C73	Female			1957	1953
C73	Female			1958	2260
C73	Female			1959	2391
C73	Female			1960	2385
C73	Female			1961	2532
C73	Female			1962	2584
C73	Female			1963	2237
C73	Female			1964	2408
C73	Female			1965	2413
C73	Female			1966	2586
C73	Female			1967	2805
C73	Female			1968	2503
C73	Female			1969	2735
C73	Female			1970	3072
C73	Female			1971	3250
C73	Female			1972	3201
C73	Female			1973	3101
C73	Female			1974	3163
C73	Female			1975	3240
C73	Female			1976	3881
C73	Female			1977	3354
C73	Female			1978	2650
C73	Female			1979	3237
C73	Female			1980	3232
C73	Female			1981	3252
C73	Female			1982	3310
C73	Female			1983	4007
C73	Female			1984	3991
C73	Female			1985	3959
C73	Female			1986	4203
C73	Female			1987	4059
C73	Female			1988	4064
C73	Female			1989	4039
C73	Female			1990	4227
C73	Female			1991	4186
C73	Female			1992	4457
C73	Female			1993	4555
C73	Female			1994	4548
C73	Female			1995	4436
C73	Female			1996	4952
C73	Female			1997	5251
C73	Female			1998	5760
C73	Female			1999	6142
C73	Female			2000	6299
C73	Female			2001	6303
C73	Female			2002	6448
C73	Female			2003	6578
C73	Female			2004	5783
C73	Female			2005	6094
C73	Female			2006	6612
C73	Female			2007	6385
C73	Female			2008	6977
C73	Female			2009	6603
C73	Female			2010	6691
C73	Male			1955	896
C73	Male			1956	918
C73	Male			1957	967
C73	Male			1958	1045
C73	Male			1959	1036
C73	Male			1960	1160
C73	Male			1961	1143
C73	Male			1962	1188
C73	Male			1963	1089
C73	Male			1964	1129
C73	Male			1965	1117
C73	Male			1966	1244
C73	Male			1967	1271
C73	Male			1968	1298
C73	Male			1969	1325
C73	Male			1970	1428
C73	Male			1971	1515
C73	Male			1972	1469
C73	Male			1973	1420
C73	Male			1974	1509
C73	Male			1975	1439
C73	Male			1976	1820
C73	Male			1977	1600
C73	Male			1978	1213
C73	Male			1979	1496
C73	Male			1980	1523
C73	Male			1981	1537
C73	Male			1982	1550
C73	Male			1983	1824
C73	Male			1984	1876
C73	Male			1985	1962
C73	Male			1986	1970
C73	Male			1987	2039
C73	Male			1988	1996
C73	Male			1989	2001
C73	Male			1990	2014
C73	Male			1991	2081
C73	Male			1992	2150
C73	Male			1993	2124
C73	Male			1994	2217
C73	Male			1995	2328
C73	Male			1996	2518
C73	Male			1997	2696
C73	Male			1998	2910
C73	Male			1999	3226
C73	Male			2000	3267
C73	Male			2001	3320
C73	Male			2002	3352
C73	Male			2003	3533
C73	Male			2004	3128
C73	Male			2005	3104
C73	Male			2006	3488
C73	Male			2007	3581
C73	Male			2008	3761
C73	Male			2009	3804
C73	Male			2010	3761
C81	Female			1955	2947
C81	Female			1956	2793
C81	Female			1957	2781
C81	Female			1958	3259
C81	Female			1959	3263
C81	Female			1960	3464
C81	Female			1961	3381
C81	Female			1962	3460
C81	Female			1963	3267
C81	Female			1964	3826
C81	Female			1965	3921
C81	Female			1966	3608
C81	Female			1967	4025
C81	Female			1968	3904
C81	Female			1969	3763
C81	Female			1970	3820
C81	Female			1971	3820
C81	Female			1972	3693
C81	Female			1973	3616
C81	Female			1974	2415
C81	Female			1975	3266
C81	Female			1976	3369
C81	Female			1977	2816
C81	Female			1978	2219
C81	Female			1979	2755
C81	Female			1980	3545
C81	Female			1981	3608
C81	Female			1982	3292
C81	Female			1983	3250
C81	Female			1984	3124
C81	Female			1985	3042
C81	Female			1986	3075
C81	Female			1987	2935
C81	Female			1988	2890
C81	Female			1989	2924
C81	Female			1990	2757
C81	Female			1991	2830
C81	Female			1992	2766
C81	Female			1993	2918
C81	Female			1994	2569
C81	Female			1995	2602
C81	Female			1996	2719
C81	Female			1997	2720
C81	Female			1998	2696
C81	Female			1999	2984
C81	Female			2000	2964
C81	Female			2001	2923
C81	Female			2002	2822
C81	Female			2003	2893
C81	Female			2004	2685
C81	Female			2005	2597
C81	Female			2006	2800
C81	Female			2007	2804
C81	Female			2008	2774
C81	Female			2009	2742
C81	Female			2010	2710
C81	Male			1955	4744
C81	Male			1956	4323
C81	Male			1957	4478
C81	Male			1958	4965
C81	Male			1959	5347
C81	Male			1960	5367
C81	Male			1961	5710
C81	Male			1962	5780
C81	Male			1963	5260
C81	Male			1964	6196
C81	Male			1965	6233
C81	Male			1966	5764
C81	Male			1967	6418
C81	Male			1968	5975
C81	Male			1969	5922
C81	Male			1970	6071
C81	Male			1971	6100
C81	Male			1972	5640
C81	Male			1973	5574
C81	Male			1974	3719
C81	Male			1975	5011
C81	Male			1976	4918
C81	Male			1977	4331
C81	Male			1978	3392
C81	Male			1979	4137
C81	Male			1980	5171
C81	Male			1981	5069
C81	Male			1982	4778
C81	Male			1983	4733
C81	Male			1984	4741
C81	Male			1985	4440
C81	Male			1986	4601
C81	Male			1987	4388
C81	Male			1988	4108
C81	Male			1989	4151
C81	Male			1990	3924
C81	Male			1991	3843
C81	Male			1992	3864
C81	Male			1993	3888
C81	Male			1994	3376
C81	Male			1995	3432
C81	Male			1996	3650
C81	Male			1997	3591
C81	Male			1998	3788
C81	Male			1999	3984
C81	Male			2000	3874
C81	Male			2001	3891
C81	Male			2002	3779
C81	Male			2003	3883
C81	Male			2004	3736
C81	Male			2005	3427
C81	Male			2006	3679
C81	Male			2007	3616
C81	Male			2008	3635
C81	Male			2009	3720
C81	Male			2010	3548
C82-85,C96	Female			1955	1824
C82-85,C96	Female			1956	1749
C82-85,C96	Female			1957	1916
C82-85,C96	Female			1958	2587
C82-85,C96	Female			1959	2666
C82-85,C96	Female			1960	5604
C82-85,C96	Female			1961	6113
C82-85,C96	Female			1962	6299
C82-85,C96	Female			1963	6076
C82-85,C96	Female			1964	6335
C82-85,C96	Female			1965	6488
C82-85,C96	Female			1966	7187
C82-85,C96	Female			1967	8277
C82-85,C96	Female			1968	4292
C82-85,C96	Female			1969	4551
C82-85,C96	Female			1970	4744
C82-85,C96	Female			1971	5174
C82-85,C96	Female			1972	5290
C82-85,C96	Female			1973	5480
C82-85,C96	Female			1974	5573
C82-85,C96	Female			1975	5455
C82-85,C96	Female			1976	6653
C82-85,C96	Female			1977	5957
C82-85,C96	Female			1978	6283
C82-85,C96	Female			1979	12377
C82-85,C96	Female			1980	13404
C82-85,C96	Female			1981	13980
C82-85,C96	Female			1982	14566
C82-85,C96	Female			1983	16598
C82-85,C96	Female			1984	17739
C82-85,C96	Female			1985	18415
C82-85,C96	Female			1986	20006
C82-85,C96	Female			1987	20839
C82-85,C96	Female			1988	21780
C82-85,C96	Female			1989	22692
C82-85,C96	Female			1990	23219
C82-85,C96	Female			1991	24903
C82-85,C96	Female			1992	25648
C82-85,C96	Female			1993	26627
C82-85,C96	Female			1994	28201
C82-85,C96	Female			1995	29450
C82-85,C96	Female			1996	31039
C82-85,C96	Female			1997	33487
C82-85,C96	Female			1998	34933
C82-85,C96	Female			1999	37461
C82-85,C96	Female			2000	38436
C82-85,C96	Female			2001	38052
C82-85,C96	Female			2002	38469
C82-85,C96	Female			2003	38575
C82-85,C96	Female			2004	35705
C82-85,C96	Female			2005	35490
C82-85,C96	Female			2006	38474
C82-85,C96	Female			2007	38779
C82-85,C96	Female			2008	40018
C82-85,C96	Female			2009	40001
C82-85,C96	Female			2010	40158
C82-85,C96	Male			1955	2609
C82-85,C96	Male			1956	2684
C82-85,C96	Male			1957	2931
C82-85,C96	Male			1958	3785
C82-85,C96	Male			1959	4039
C82-85,C96	Male			1960	8145
C82-85,C96	Male			1961	8633
C82-85,C96	Male			1962	8752
C82-85,C96	Male			1963	8443
C82-85,C96	Male			1964	8709
C82-85,C96	Male			1965	9041
C82-85,C96	Male			1966	9873
C82-85,C96	Male			1967	11356
C82-85,C96	Male			1968	6212
C82-85,C96	Male			1969	6199
C82-85,C96	Male			1970	6615
C82-85,C96	Male			1971	7286
C82-85,C96	Male			1972	7385
C82-85,C96	Male			1973	7304
C82-85,C96	Male			1974	7624
C82-85,C96	Male			1975	7391
C82-85,C96	Male			1976	8889
C82-85,C96	Male			1977	7922
C82-85,C96	Male			1978	8494
C82-85,C96	Male			1979	15218
C82-85,C96	Male			1980	16024
C82-85,C96	Male			1981	16117
C82-85,C96	Male			1982	17261
C82-85,C96	Male			1983	19536
C82-85,C96	Male			1984	20189
C82-85,C96	Male			1985	21614
C82-85,C96	Male			1986	23259
C82-85,C96	Male			1987	23874
C82-85,C96	Male			1988	24444
C82-85,C96	Male			1989	25824
C82-85,C96	Male			1990	26720
C82-85,C96	Male			1991	27828
C82-85,C96	Male			1992	29008
C82-85,C96	Male			1993	29453
C82-85,C96	Male			1994	31594
C82-85,C96	Male			1995	33254
C82-85,C96	Male			1996	35756
C82-85,C96	Male			1997	38131
C82-85,C96	Male			1998	39515
C82-85,C96	Male			1999	42847
C82-85,C96	Male			2000	44220
C82-85,C96	Male			2001	44410
C82-85,C96	Male			2002	44444
C82-85,C96	Male			2003	44806
C82-85,C96	Male			2004	41546
C82-85,C96	Male			2005	41436
C82-85,C96	Male			2006	44842
C82-85,C96	Male			2007	46391
C82-85,C96	Male			2008	47470
C82-85,C96	Male			2009	47577
C82-85,C96	Male			2010	47683
C88+C90	Female			1955	746
C88+C90	Female			1956	624
C88+C90	Female			1957	701
C88+C90	Female			1958	1164
C88+C90	Female			1959	1303
C88+C90	Female			1960	2757
C88+C90	Female			1961	2847
C88+C90	Female			1962	3004
C88+C90	Female			1963	2807
C88+C90	Female			1964	3553
C88+C90	Female			1965	3619
C88+C90	Female			1966	3288
C88+C90	Female			1967	4277
C88+C90	Female			1968	4442
C88+C90	Female			1969	4712
C88+C90	Female			1970	5038
C88+C90	Female			1971	5442
C88+C90	Female			1972	5588
C88+C90	Female			1973	6011
C88+C90	Female			1974	3865
C88+C90	Female			1975	6442
C88+C90	Female			1976	7908
C88+C90	Female			1977	7232
C88+C90	Female			1978	4637
C88+C90	Female			1979	7969
C88+C90	Female			1980	8286
C88+C90	Female			1981	8561
C88+C90	Female			1982	8953
C88+C90	Female			1983	9924
C88+C90	Female			1984	10655
C88+C90	Female			1985	11205
C88+C90	Female			1986	11674
C88+C90	Female			1987	11955
C88+C90	Female			1988	12683
C88+C90	Female			1989	13038
C88+C90	Female			1990	13262
C88+C90	Female			1991	13482
C88+C90	Female			1992	13698
C88+C90	Female			1993	14678
C88+C90	Female			1994	14980
C88+C90	Female			1995	15715
C88+C90	Female			1996	16383
C88+C90	Female			1997	16968
C88+C90	Female			1998	18194
C88+C90	Female			1999	20437
C88+C90	Female			2000	20977
C88+C90	Female			2001	21300
C88+C90	Female			2002	21804
C88+C90	Female			2003	22548
C88+C90	Female			2004	20612
C88+C90	Female			2005	20580
C88+C90	Female			2006	22508
C88+C90	Female			2007	23090
C88+C90	Female			2008	23169
C88+C90	Female			2009	23282
C88+C90	Female			2010	23824
C88+C90	Male			1951	0
C88+C90	Male			1955	818
C88+C90	Male			1956	779
C88+C90	Male			1957	837
C88+C90	Male			1958	1315
C88+C90	Male			1959	1478
C88+C90	Male			1960	3258
C88+C90	Male			1961	3511
C88+C90	Male			1962	3578
C88+C90	Male			1963	3303
C88+C90	Male			1964	3912
C88+C90	Male			1965	3993
C88+C90	Male			1966	3933
C88+C90	Male			1967	4709
C88+C90	Male			1968	4963
C88+C90	Male			1969	5006
C88+C90	Male			1970	5343
C88+C90	Male			1971	5783
C88+C90	Male			1972	5997
C88+C90	Male			1973	6241
C88+C90	Male			1974	4012
C88+C90	Male			1975	6948
C88+C90	Male			1976	8161
C88+C90	Male			1977	7632
C88+C90	Male			1978	4883
C88+C90	Male			1979	8217
C88+C90	Male			1980	8558
C88+C90	Male			1981	8658
C88+C90	Male			1982	9003
C88+C90	Male			1983	10119
C88+C90	Male			1984	10454
C88+C90	Male			1985	11253
C88+C90	Male			1986	11561
C88+C90	Male			1987	12230
C88+C90	Male			1988	12312
C88+C90	Male			1989	12887
C88+C90	Male			1990	13172
C88+C90	Male			1991	13274
C88+C90	Male			1992	13626
C88+C90	Male			1993	14428
C88+C90	Male			1994	14852
C88+C90	Male			1995	15642
C88+C90	Male			1996	16389
C88+C90	Male			1997	17418
C88+C90	Male			1998	18474
C88+C90	Male			1999	20198
C88+C90	Male			2000	20987
C88+C90	Male			2001	21310
C88+C90	Male			2002	22385
C88+C90	Male			2003	22922
C88+C90	Male			2004	21331
C88+C90	Male			2005	21273
C88+C90	Male			2006	23332
C88+C90	Male			2007	24311
C88+C90	Male			2008	24758
C88+C90	Male			2009	24943
C88+C90	Male			2010	25355
C91-95	Female			1950	6637
C91-95	Female			1951	7473
C91-95	Female			1952	9146
C91-95	Female			1953	9826
C91-95	Female			1954	10584
C91-95	Female			1955	11663
C91-95	Female			1956	12680
C91-95	Female			1957	12945
C91-95	Female			1958	13210
C91-95	Female			1959	14646
C91-95	Female			1960	15144
C91-95	Female			1961	15576
C91-95	Female			1962	16318
C91-95	Female			1963	17508
C91-95	Female			1964	17764
C91-95	Female			1965	17939
C91-95	Female			1966	18883
C91-95	Female			1967	19174
C91-95	Female			1968	20035
C91-95	Female			1969	20828
C91-95	Female			1970	20459
C91-95	Female			1971	20235
C91-95	Female			1972	20791
C91-95	Female			1973	23205
C91-95	Female			1974	23784
C91-95	Female			1975	24658
C91-95	Female			1976	24920
C91-95	Female			1977	26157
C91-95	Female			1978	26321
C91-95	Female			1979	24559
C91-95	Female			1980	31567
C91-95	Female			1981	34281
C91-95	Female			1982	35593
C91-95	Female			1983	33643
C91-95	Female			1984	34412
C91-95	Female			1985	38597
C91-95	Female			1986	39179
C91-95	Female			1987	41029
C91-95	Female			1988	41604
C91-95	Female			1989	42598
C91-95	Female			1990	42639
C91-95	Female			1991	43422
C91-95	Female			1992	44328
C91-95	Female			1993	44462
C91-95	Female			1994	45240
C91-95	Female			1995	45317
C91-95	Female			1996	46404
C91-95	Female			1997	45722
C91-95	Female			1998	46643
C91-95	Female			1999	48984
C91-95	Female			2000	50274
C91-95	Female			2001	48349
C91-95	Female			2002	49683
C91-95	Female			2003	50366
C91-95	Female			2004	46437
C91-95	Female			2005	45893
C91-95	Female			2006	49292
C91-95	Female			2007	49053
C91-95	Female			2008	50670
C91-95	Female			2009	50051
C91-95	Female			2010	49518
C91-95	Male			1950	8680
C91-95	Male			1951	9822
C91-95	Male			1952	11677
C91-95	Male			1953	12725
C91-95	Male			1954	13651
C91-95	Male			1955	15394
C91-95	Male			1956	16121
C91-95	Male			1957	16786
C91-95	Male			1958	17366
C91-95	Male			1959	18615
C91-95	Male			1960	19441
C91-95	Male			1961	20233
C91-95	Male			1962	20934
C91-95	Male			1963	22084
C91-95	Male			1964	22532
C91-95	Male			1965	22774
C91-95	Male			1966	23984
C91-95	Male			1967	24229
C91-95	Male			1968	25495
C91-95	Male			1969	26317
C91-95	Male			1970	25584
C91-95	Male			1971	25229
C91-95	Male			1972	26031
C91-95	Male			1973	28890
C91-95	Male			1974	29535
C91-95	Male			1975	30656
C91-95	Male			1976	31114
C91-95	Male			1977	32525
C91-95	Male			1978	32432
C91-95	Male			1979	30686
C91-95	Male			1980	37843
C91-95	Male			1981	40777
C91-95	Male			1982	42388
C91-95	Male			1983	39702
C91-95	Male			1984	40285
C91-95	Male			1985	45404
C91-95	Male			1986	46666
C91-95	Male			1987	49131
C91-95	Male			1988	49409
C91-95	Male			1989	50708
C91-95	Male			1990	50509
C91-95	Male			1991	51333
C91-95	Male			1992	52590
C91-95	Male			1993	52810
C91-95	Male			1994	53852
C91-95	Male			1995	54160
C91-95	Male			1996	54603
C91-95	Male			1997	54264
C91-95	Male			1998	55563
C91-95	Male			1999	58482
C91-95	Male			2000	60232
C91-95	Male			2001	58132
C91-95	Male			2002	59995
C91-95	Male			2003	60565
C91-95	Male			2004	56170
C91-95	Male			2005	56020
C91-95	Male			2006	59870
C91-95	Male			2007	60211
C91-95	Male			2008	62643
C91-95	Male			2009	62280
C91-95	Male			2010	61368
	Female	0-4		1950	3956
	Female	0-4		1951	4407
	Female	0-4		1952	5140
	Female	0-4		1953	5100
	Female	0-4		1954	5352
	Female	0-4		1955	6693
	Female	0-4		1956	6760
	Female	0-4		1957	6798
	Female	0-4		1958	6722
	Female	0-4		1959	7581
	Female	0-4		1960	7596
	Female	0-4		1961	7534
	Female	0-4		1962	7924
	Female	0-4		1963	7975
	Female	0-4		1964	7989
	Female	0-4		1965	7822
	Female	0-4		1966	8425
	Female	0-4		1967	7928
	Female	0-4		1968	7657
	Female	0-4		1969	7888
	Female	0-4		1970	6978
	Female	0-4		1971	6772
	Female	0-4		1972	7103
	Female	0-4		1973	6777
	Female	0-4		1974	6581
	Female	0-4		1975	6420
	Female	0-4		1976	6011
	Female	0-4		1977	6354
	Female	0-4		1978	6031
	Female	0-4		1979	5930
	Female	0-4		1980	7652
	Female	0-4		1981	8458
	Female	0-4		1982	8472
	Female	0-4		1983	7343
	Female	0-4		1984	7058
	Female	0-4		1985	8435
	Female	0-4		1986	8861
	Female	0-4		1987	9047
	Female	0-4		1988	8770
	Female	0-4		1989	8747
	Female	0-4		1990	8576
	Female	0-4		1991	8166
	Female	0-4		1992	8438
	Female	0-4		1993	7617
	Female	0-4		1994	7808
	Female	0-4		1995	7284
	Female	0-4		1996	7648
	Female	0-4		1997	7392
	Female	0-4		1998	7642
	Female	0-4		1999	7538
	Female	0-4		2000	8117
	Female	0-4		2001	7285
	Female	0-4		2002	7632
	Female	0-4		2003	7587
	Female	0-4		2004	6966
	Female	0-4		2005	6335
	Female	0-4		2006	6447
	Female	0-4		2007	6390
	Female	0-4		2008	6694
	Female	0-4		2009	6346
	Female	0-4		2010	6139
	Male	0-4		1950	4861
	Male	0-4		1951	5500
	Male	0-4		1952	6296
	Male	0-4		1953	6299
	Male	0-4		1954	6576
	Male	0-4		1955	8250
	Male	0-4		1956	8225
	Male	0-4		1957	8700
	Male	0-4		1958	8766
	Male	0-4		1959	9186
	Male	0-4		1960	9694
	Male	0-4		1961	9783
	Male	0-4		1962	9562
	Male	0-4		1963	10329
	Male	0-4		1964	10193
	Male	0-4		1965	9594
	Male	0-4		1966	9945
	Male	0-4		1967	9905
	Male	0-4		1968	9807
	Male	0-4		1969	9628
	Male	0-4		1970	8947
	Male	0-4		1971	8345
	Male	0-4		1972	8410
	Male	0-4		1973	8548
	Male	0-4		1974	8046
	Male	0-4		1975	8265
	Male	0-4		1976	7742
	Male	0-4		1977	8033
	Male	0-4		1978	7698
	Male	0-4		1979	7523
	Male	0-4		1980	8975
	Male	0-4		1981	10748
	Male	0-4		1982	10389
	Male	0-4		1983	9120
	Male	0-4		1984	9117
	Male	0-4		1985	10721
	Male	0-4		1986	10934
	Male	0-4		1987	11276
	Male	0-4		1988	10750
	Male	0-4		1989	10780
	Male	0-4		1990	10446
	Male	0-4		1991	9826
	Male	0-4		1992	10243
	Male	0-4		1993	9659
	Male	0-4		1994	9482
	Male	0-4		1995	9310
	Male	0-4		1996	9338
	Male	0-4		1997	9116
	Male	0-4		1998	9720
	Male	0-4		1999	9533
	Male	0-4		2000	9836
	Male	0-4		2001	9364
	Male	0-4		2002	9395
	Male	0-4		2003	9204
	Male	0-4		2004	8515
	Male	0-4		2005	8152
	Male	0-4		2006	7884
	Male	0-4		2007	7759
	Male	0-4		2008	8236
	Male	0-4		2009	7644
	Male	0-4		2010	7269
	Female	10-14		1950	1356
	Female	10-14		1951	1554
	Female	10-14		1952	1928
	Female	10-14		1953	2069
	Female	10-14		1954	2209
	Female	10-14		1955	2786
	Female	10-14		1956	3092
	Female	10-14		1957	3165
	Female	10-14		1958	3586
	Female	10-14		1959	3744
	Female	10-14		1960	4324
	Female	10-14		1961	4221
	Female	10-14		1962	4566
	Female	10-14		1963	4484
	Female	10-14		1964	4452
	Female	10-14		1965	4555
	Female	10-14		1966	4742
	Female	10-14		1967	4656
	Female	10-14		1968	4755
	Female	10-14		1969	4753
	Female	10-14		1970	4931
	Female	10-14		1971	4587
	Female	10-14		1972	4713
	Female	10-14		1973	4717
	Female	10-14		1974	4807
	Female	10-14		1975	4746
	Female	10-14		1976	4786
	Female	10-14		1977	5052
	Female	10-14		1978	4817
	Female	10-14		1979	4795
	Female	10-14		1980	5577
	Female	10-14		1981	6409
	Female	10-14		1982	6239
	Female	10-14		1983	5465
	Female	10-14		1984	5540
	Female	10-14		1985	6555
	Female	10-14		1986	6530
	Female	10-14		1987	6763
	Female	10-14		1988	6275
	Female	10-14		1989	6266
	Female	10-14		1990	6410
	Female	10-14		1991	6030
	Female	10-14		1992	6819
	Female	10-14		1993	6702
	Female	10-14		1994	6752
	Female	10-14		1995	6523
	Female	10-14		1996	7029
	Female	10-14		1997	6458
	Female	10-14		1998	6738
	Female	10-14		1999	7084
	Female	10-14		2000	7464
	Female	10-14		2001	6805
	Female	10-14		2002	7112
	Female	10-14		2003	6798
	Female	10-14		2004	6169
	Female	10-14		2005	5999
	Female	10-14		2006	5871
	Female	10-14		2007	5578
	Female	10-14		2008	5521
	Female	10-14		2009	5391
	Female	10-14		2010	5213
	Male	10-14		1950	1843
	Male	10-14		1951	2159
	Male	10-14		1952	2491
	Male	10-14		1953	2751
	Male	10-14		1954	2975
	Male	10-14		1955	3803
	Male	10-14		1956	4113
	Male	10-14		1957	4348
	Male	10-14		1958	4813
	Male	10-14		1959	5374
	Male	10-14		1960	5542
	Male	10-14		1961	5827
	Male	10-14		1962	6072
	Male	10-14		1963	6091
	Male	10-14		1964	6158
	Male	10-14		1965	6223
	Male	10-14		1966	6512
	Male	10-14		1967	6323
	Male	10-14		1968	6510
	Male	10-14		1969	6309
	Male	10-14		1970	5987
	Male	10-14		1971	6083
	Male	10-14		1972	6108
	Male	10-14		1973	6472
	Male	10-14		1974	6567
	Male	10-14		1975	6334
